product_id,id,title,content,rating
356188,12387273,Không hài lòng,Giao hàng lâu. Khi nhắn tin cần hỗ trợ thì cũng lâu mới nhận được câu trả lời. Câu trả lời có cũng không rõ ràng/không giải quyết được vấn đề.,2
207947343,18686521,Rất không hài lòng,"Cáp 4k 120hz cắm vào tín hiệu ko ổn định, màn hình CHỚP TẮT LIÊN TỤC. Mới mua phải liên hệ tiki gửi bảo hành mà ko biết r có xài được hay ko.
Hàng kém chất lượng không như quảng cáo.",1
207947343,19377740,Không hài lòng,Sản phẩm không đúng như mô tả...ghi là dây hdmi 2.1 nhưng về lại là dây 2.0,2
207947343,18568557,Bình thường,Vẫn chưa nhận được hoá đơn VAT,3
143579392,19675875,Rất không hài lòng,"Hàng dỏm không nên mua, chất lượng kém chắc hàng ***",1
143579392,17288011,Không hài lòng,Ốp đã bị rách phần nối giữa viền và lưng khi mình tháo ra vệ sinh sau 1 thời gian ngắn sử dụng,2
299461,19365472,Rất không hài lòng,"Dịch vụ gói quà quá quá tệ, Tiki bỏ luôn gói quà thì hơn. 
Mình hiểu là gói quà là Tiki chọn màu ngẫu  nhiên, nhưng nó cũng phải phù hợp với sản phẩm chút chứ, các bạn để các hình giới thiệu gói quà bao gồm màu sặc sỡ vậy mà..
Mình nhận được chiếu hộp màu dden, cùng chiếc nơ màu tím…",1
299461,20203472,Rất không hài lòng,Tôi chưa nhận dc hàng mặc dù đặt Tikinow và thời gian giao hàng cũng quá thời gian. Vậy tại sao tôi lại chưa nhận dc hàng mà tiki lại báo giao rồi?,1
299461,18538072,Không hài lòng,"Hàng giao đã bị khui bao bì, sản phẫm có dấu hiệu đã qua sử dụng, pin không đúng chính hãng, lở khui không quay clip nên khả năng khó kiên cáo",2
299461,20206532,Rất không hài lòng,"Hàng giả, không phải của Logictech, app logic không nhận chuột là hàng giả,",1
299461,19935693,Rất không hài lòng,"Mua hàng từ 14/03/2024, nay là 24/07/2024.
Mới được 4 tháng 10 ngày mà chuột trái đã liệt rồi, phải bấm mạnh mới được.

Chất lượng quá tệ.",1
299461,11480073,Rất không hài lòng,"-Số SN bên trong chuột và vỏ hộp k trùng nhau. check của hãng ko ra.
-Chuột phải bị móp hẳn xuống so với chuột trái, cảm giác bấm ko còn độ nảy (giống như đã sử dụng rồi).
Đề nghị shop liên hệ đổi trả sản phẩm mới khác cho tôi.",1
299461,20084050,Rất không hài lòng,Hàng không lên nguồn mà nhắn tin không phản hồi rất lâu rồi,1
299461,19541939,Rất không hài lòng,"Mình không hiểu vì sao, chuột mình mới mua mà đã hư rồi, xài không được, không kết nối được, dù đã nhờ kiểm tra kỹ. Quá thất vọng với sản phẩm. Khi mua mình nghĩ sản phẩm ok, xài bền nên không giữ giấy tờ mua hàng để bảo hành.",1
299461,4723449,"Hàng không rõ ràng, đề nghị Tiki giải thích.","Mua hàng là Logitech M331 Silent Plus ( theo mã trên trang web của hãng là 910-004915)
Kết quả :
1. Hóa đơn xuất mã 910
2. Hộp mã 910
3. Tem ngoài mã 910
4. Sản phẩm - > Mã 810 
5. Tra seri number trên web của Logitech không còn hỗ trợ SP này.
Như vậy tôi sẽ bảo hành sản phẩm này như thế nào ????",2
299461,20174275,Bình thường,"Giống *** F1. Thân chuột bằng nhựa, ko phải cao su như chính hãng",3
299461,19991481,Rất không hài lòng,"Trước mình đã mua 1 sp, nay mua lại nhưng sp khác nhau, chuột lỏng lẻo, và lăn chuột kêu rất to",1
299461,18047542,Rất không hài lòng,"Chuột Bluetooth mà kg bắt dc Bluetooth chuộc bóc ra đã bị chầy xước phần đế , chuột m331 chính hãng ấn kg có tiếng kêu, nhưng chuột này thì gõ nghe rõ tiếng, phần pin khá lỏng lẻo",1
299461,20067459,Rất không hài lòng,"Chuột không hoạt động , đèn ko sáng",1
299461,17300942,Rất không hài lòng,"Sản phẩm mới mua mà mở ra như hàng cũ xài rồi. Mình mua shop này đã 3 lần , 2 lần trước hàng rất ok, nên mới mua tiếp , ai ngờ thật thất vọng khi nhận hàng.",1
299461,2550277,Đã nhận hàng. Giao nhanh hơn dự kiến,Nhận hàng nhưng k rõ là tại sao chuột đã bị khui khỏi hộp đựng? Có ten của DGW nhưng ten lại dán ngoài vỏ hộp đựng. Chuột đã bị bóc khỏi hộp đựng của nhà sản xuất nên k biết có phải chuột chính hãng k? Đề nghị đơn vị bán hàng giải thích để khách hàng có cái nhìn khách quan và tin tưởng hơn Tiki trading! Tôi là khách thường xuyên mua hàng trên Tiki nhưng lần này tôi nhận hàng thấy không yên tâm có phải là sản phẩm chính hãng?,3
299461,20142404,Bình thường,Chuột bị cập kênh shop ơi.,3
